promoter	guide	count	condition
P1	531_PA0658_Ctrl_5	10259	Mouse_P1_006
P1	532_PA0060_Ctrl_59	21879	Mouse_P1_006
P1	533_PA2862_Ctrl_98	14396	Mouse_P1_006
P1	534_PA0082_Ctrl_104	7842	Mouse_P1_006
P1	535_PA3712_Ctrl_135	2588	Mouse_P1_006
P1	536_PA4313_Ctrl_44	3610	Mouse_P1_006
P1	537_PA0564_Ctrl_64	3114	Mouse_P1_006
P1	538_PA3557_Ctrl_29	8566	Mouse_P1_006
P1	539_PA4678_Ctrl_18	2528	Mouse_P1_006
P1	540_PA2865_Ctrl_76	4532	Mouse_P1_006
P1	541_PA5447_Ctrl_27	1513	Mouse_P1_006
P1	542_PA5344_Ctrl_60	11088	Mouse_P1_006
P1	543_PA3808_Ctrl_59	19043	Mouse_P1_006
P1	544_PA4703_Ctrl_65	12850	Mouse_P1_006
P1	545_PA1375_Ctrl_79	8113	Mouse_P1_006
P1	546_PA3661_Ctrl_89	135	Mouse_P1_006
P1	547_PA2107_Ctrl_6	9947	Mouse_P1_006
P1	548_PA3353_Ctrl_49	16724	Mouse_P1_006
P1	549_PA5477_Ctrl_1	1407	Mouse_P1_006
P1	550_PA4271_Ctrl_33	9525	Mouse_P1_006
P1	551_PA2502_Ctrl_72	5339	Mouse_P1_006
P1	552_PA0568_Ctrl_96	3908	Mouse_P1_006
P1	553_PA4082_Ctrl_36	12245	Mouse_P1_006
P1	554_PA0626_Ctrl_53	6097	Mouse_P1_006
P1	555_PA0879_Ctrl_62	51	Mouse_P1_006
P1	556_PA0050_Ctrl_138	21705	Mouse_P1_006
P1	557_PA4522_Ctrl_106	12342	Mouse_P1_006
P1	558_PA2451_Ctrl_9	20539	Mouse_P1_006
P1	559_PA1833a_Ctrl_7	4996	Mouse_P1_006
P1	560_PA4044_Ctrl_7	6900	Mouse_P1_006
P1	561_PA2758_Ctrl_2	7345	Mouse_P1_006
P1	562_PA3579_Ctrl_67	2060	Mouse_P1_006
P1	563_PA5183a_Ctrl_68	5975	Mouse_P1_006
P1	564_PA2232_Ctrl_41	17113	Mouse_P1_006
P1	565_PA2969_Ctrl_48	10042	Mouse_P1_006
P1	566_PA3133.3_Ctrl_74	13535	Mouse_P1_006
P1	567_PA4950_Ctrl_46	1008	Mouse_P1_006
P1	568_PA0809_Ctrl_26	2986	Mouse_P1_006
P1	569_PA2673_Ctrl_87	28566	Mouse_P1_006
P1	570_PA4684_Ctrl_1	6309	Mouse_P1_006
P1	571_PA4851_Ctrl_23	8862	Mouse_P1_006
P1	573_PA0235_Ctrl_48	13660	Mouse_P1_006
P1	574_PA1923_Ctrl_41	21701	Mouse_P1_006
P1	575_PA4607_Ctrl_72	18694	Mouse_P1_006
P1	576_PA0324_Ctrl_48	13234	Mouse_P1_006
P1	577_PA1588_Ctrl_95	6861	Mouse_P1_006
P1	580_PA2908_Ctrl_168	12425	Mouse_P1_006
P1	581_PA0747_Ctrl_80	5634	Mouse_P1_006
P1	582_PA2705_Ctrl_70	11491	Mouse_P1_006
P1	584_PA3585_Ctrl_80	11269	Mouse_P1_006
P1	585_PA3102_Ctrl_88	11039	Mouse_P1_006
P1	587_PA5465_Ctrl_28	17473	Mouse_P1_006
P1	588_PA0502_Ctrl_12	17869	Mouse_P1_006
P1	589_PA4356_Ctrl_135	714	Mouse_P1_006
P1	590_PA0678_Ctrl_72	6217	Mouse_P1_006
P1	591_PA1531_Ctrl_18	14420	Mouse_P1_006
P1	592_PA0534_Ctrl_9	10564	Mouse_P1_006
P1	593_PA5001_Ctrl_91	12305	Mouse_P1_006
P1	594_PA4374_Ctrl_12	16840	Mouse_P1_006
P1	595_PA0589_Ctrl_86	6445	Mouse_P1_006
P1	596_PA5280_Ctrl_59	125	Mouse_P1_006
P1	597_PA0876_Ctrl_12	8861	Mouse_P1_006
P1	598_PA4785_Ctrl_66	25349	Mouse_P1_006
P1	599_PA3133_Ctrl_83	44615	Mouse_P1_006
P1	600_PA2445_Ctrl_81	13909	Mouse_P1_006
P1	601_PA3301_Ctrl_57	827	Mouse_P1_006
P1	602_PA1743_Ctrl_111	5859	Mouse_P1_006
P1	603_PA3316_Ctrl_71	9000	Mouse_P1_006
P1	604_PA2353_Ctrl_55	25341	Mouse_P1_006
P1	605_PA0542_Ctrl_51	24	Mouse_P1_006
P1	606_PA2045_Ctrl_28	29556	Mouse_P1_006
P1	607_PA3807_Ctrl_42	24283	Mouse_P1_006
P1	608_PA2571_Ctrl_50	11745	Mouse_P1_006
P1	609_PA1760_Ctrl_53	7831	Mouse_P1_006
P1	610_PA2053_Ctrl_95	10776	Mouse_P1_006
P1	611_PA4541.1_Ctrl_71	1463	Mouse_P1_006
P1	612_PA1863_Ctrl_6	3569	Mouse_P1_006
P1	613_PA4058_Ctrl_80	3066	Mouse_P1_006
P1	614_PA1296_Ctrl_62	7743	Mouse_P1_006
P1	615_PA2570.1_Ctrl_2	9344	Mouse_P1_006
P1	616_PA1828_Ctrl_6	19581	Mouse_P1_006
P1	617_PA1592_Ctrl_114	13955	Mouse_P1_006
P1	618_PA1024_Ctrl_84	19255	Mouse_P1_006
P1	619_PA4125_Ctrl_87	29816	Mouse_P1_006
P1	620_PA3089_Ctrl_62	96	Mouse_P1_006
P1	621_PA4341_Ctrl_79	13787	Mouse_P1_006
P1	622_PA2863_Ctrl_105	9736	Mouse_P1_006
P1	623_PA1647_Ctrl_81	3968	Mouse_P1_006
P1	624_PA1112b_Ctrl_50	3581	Mouse_P1_006
P1	625_PA2752_Ctrl_115	21291	Mouse_P1_006
P1	626_PA3357_Ctrl_76	13	Mouse_P1_006
P1	627_PA3364_Ctrl_118	1691	Mouse_P1_006
P1	628_PA4823_Ctrl_151	5850	Mouse_P1_006
P1	629_PA3414_Ctrl_62	15261	Mouse_P1_006
P1	630_PA1148_Ctrl_7	301	Mouse_P1_006
P1	631_PA4416_Ctrl_52	498	Mouse_P1_006
P1	632_PA5206_Ctrl_5	3319	Mouse_P1_006
P1	633_PA4599_Ctrl_48	14439	Mouse_P1_006
P1	634_PA5075_Ctrl_6	2818	Mouse_P1_006
P1	635_PA1915_Ctrl_5	8204	Mouse_P1_006
P1	636_PA4162_Ctrl_36	15028	Mouse_P1_006
P1	637_PA4476_Ctrl_19	9780	Mouse_P1_006
P1	638_PA2760_Ctrl_24	5245	Mouse_P1_006
P1	639_PA3382_Ctrl_82	2901	Mouse_P1_006
P1	640_PA1379_Ctrl_57	4422	Mouse_P1_006
P1	642_PA2490_Ctrl_1	5747	Mouse_P1_006
P1	643_PA2306_Ctrl_12	8317	Mouse_P1_006
P1	644_PA2724_Ctrl_51	2375	Mouse_P1_006
P1	645_PA4605_Ctrl_109	6400	Mouse_P1_006
P1	646_PA3152_Ctrl_72	6222	Mouse_P1_006
P1	647_PA2105_Ctrl_127	55682	Mouse_P1_006
P1	648_PA3395_Ctrl_122	431	Mouse_P1_006
P1	649_PA1015_Ctrl_30	8455	Mouse_P1_006
P1	650_PA2278_Ctrl_35	13640	Mouse_P1_006
P1	651_PA1839_Ctrl_10	6290	Mouse_P1_006
P1	652_PA3407_Ctrl_129	9092	Mouse_P1_006
P1	653_PA4122_Ctrl_2	10878	Mouse_P1_006
P1	654_PA3223_Ctrl_54	15346	Mouse_P1_006
P1	655_PA3080_Ctrl_62	16559	Mouse_P1_006
P1	656_PA2628_Ctrl_47	4654	Mouse_P1_006
P1	657_PA1917_Ctrl_7	5480	Mouse_P1_006
P1	658_PA1945_Ctrl_166	839	Mouse_P1_006
P1	659_PA3397_Ctrl_18	27068	Mouse_P1_006
P1	660_PA2620_Ctrl_147	3448	Mouse_P1_006
P1	661_PA2527_Ctrl_84	8224	Mouse_P1_006
P1	662_PA3500_Ctrl_95	9802	Mouse_P1_006
P1	663_PA0138_Ctrl_167	4398	Mouse_P1_006
P1	664_PA2159_Ctrl_102	41613	Mouse_P1_006
P1	665_PA4361_Ctrl_181	36714	Mouse_P1_006
P1	666_PA5490_Ctrl_33	26083	Mouse_P1_006
P1	667_PA0659_Ctrl_66	12388	Mouse_P1_006
P1	668_PA2700_Ctrl_59	5789	Mouse_P1_006
P1	669_PA4903_Ctrl_120	202	Mouse_P1_006
P1	670_PA1667_Ctrl_49	20384	Mouse_P1_006
P1	671_PA2291_Ctrl_35	19793	Mouse_P1_006
P1	672_PA2470_Ctrl_23	22074	Mouse_P1_006
P1	673_PA0514_Ctrl_29	8781	Mouse_P1_006
P1	674_PA4778_Ctrl_111	14138	Mouse_P1_006
P1	675_PA2712_Ctrl_32	31754	Mouse_P1_006
P1	676_PA1124_Ctrl_38	39458	Mouse_P1_006
P1	677_PA4273_Ctrl_78	3059	Mouse_P1_006
P1	678_PA2127_Ctrl_39	4639	Mouse_P1_006
P1	679_PA5401_Ctrl_86	8884	Mouse_P1_006
P1	680_PA4760_Ctrl_72	16351	Mouse_P1_006
P1	681_PA4593_Ctrl_9	4891	Mouse_P1_006
P1	682_PA1473_Ctrl_42	20454	Mouse_P1_006
P1	683_PA0678_Ctrl_11	2315	Mouse_P1_006
P1	684_PA5052_Ctrl_1	8928	Mouse_P1_006
P1	685_PA3629_Ctrl_124	18206	Mouse_P1_006
P1	686_PA5546_Ctrl_121	9828	Mouse_P1_006
P1	687_PA3980_Ctrl_29	19094	Mouse_P1_006
P1	688_PA0375_Ctrl_11	6885	Mouse_P1_006
P1	689_PA4553_Ctrl_35	5243	Mouse_P1_006
P1	690_PA1153_Ctrl_118	9596	Mouse_P1_006
P1	691_PA5106_Ctrl_37	3180	Mouse_P1_006
P1	692_PA0619_Ctrl_67	2286	Mouse_P1_006
P1	693_PA3762_Ctrl_133	2531	Mouse_P1_006
P1	694_PA4710_Ctrl_7	13479	Mouse_P1_006
P1	695_PA2237_Ctrl_50	23462	Mouse_P1_006
P1	696_PA3677_Ctrl_83	6975	Mouse_P1_006
P1	697_PA3587_Ctrl_89	11648	Mouse_P1_006
P1	698_PA1717_Ctrl_39	11595	Mouse_P1_006
P1	699_PA3775_Ctrl_111	1849	Mouse_P1_006
P1	700_PA3139_Ctrl_43	6884	Mouse_P1_006
P1	701_PA0751_Ctrl_54	17033	Mouse_P1_006
P1	702_PA3834_Ctrl_93	7926	Mouse_P1_006
P1	703_PA0452_Ctrl_17	14271	Mouse_P1_006
P1	704_PA3513_Ctrl_6	22905	Mouse_P1_006
P1	705_PA1480_Ctrl_69	7800	Mouse_P1_006
P1	706_PA5068_Ctrl_68	6051	Mouse_P1_006
P1	707_PA1253_Ctrl_101	10524	Mouse_P1_006
P1	708_PA0887_Ctrl_24	11379	Mouse_P1_006
P1	709_PA1089_Ctrl_110	24822	Mouse_P1_006
P1	710_PA4279_Ctrl_183	18984	Mouse_P1_006
P1	711_PA3290_Ctrl_173	14450	Mouse_P1_006
P1	712_PA0564_Ctrl_37	5259	Mouse_P1_006
P1	713_PA0169_Ctrl_103	31198	Mouse_P1_006
P1	714_PA4057_Ctrl_79	33638	Mouse_P1_006
P1	715_PA3194_Ctrl_27	13	Mouse_P1_006
P1	716_PA0329_Ctrl_63	25022	Mouse_P1_006
P1	717_PA0779_Ctrl_93	4710	Mouse_P1_006
P1	718_PA1804_Ctrl_35	6190	Mouse_P1_006
P1	719_PA0562_Ctrl_69	9492	Mouse_P1_006
P1	720_PA5215_Ctrl_112	6988	Mouse_P1_006
P1	721_PA0178_Ctrl_94	16718	Mouse_P1_006
P1	722_PA1837_Ctrl_82	11314	Mouse_P1_006
P1	723_PA2240_Ctrl_102	1135	Mouse_P1_006
P1	724_PA5363_Ctrl_102	586	Mouse_P1_006
P1	725_PA4002_Ctrl_183	31759	Mouse_P1_006
P1	726_PA4187_Ctrl_86	18766	Mouse_P1_006
P1	727_PA1116_Ctrl_165	5723	Mouse_P1_006
P1	728_PA0153_Ctrl_36	10298	Mouse_P1_006
P1	729_PA0898_Ctrl_56	24007	Mouse_P1_006
P1	730_PA1019a_Ctrl_2	21442	Mouse_P1_006
P1	731_PA0184_Ctrl_196	15964	Mouse_P1_006
P1	732_PA2174_Ctrl_38	17724	Mouse_P1_006
P1	733_PA1388_Ctrl_138	3974	Mouse_P1_006
P1	734_PA2655_Ctrl_107	358	Mouse_P1_006
P1	735_PA5311_Ctrl_135	13217	Mouse_P1_006
P1	736_PA0406_Ctrl_19	1395	Mouse_P1_006
P1	737_PA3519_Ctrl_14	13316	Mouse_P1_006
P1	738_PA5160.1_Ctrl_6	17688	Mouse_P1_006
P1	739_PA4525_Ctrl_228	16536	Mouse_P1_006
P1	740_PA2460_Ctrl_33	37187	Mouse_P1_006
P1	741_PA2090_Ctrl_35	8011	Mouse_P1_006
P1	742_PA5348_Ctrl_11	23082	Mouse_P1_006
P1	743_PA4378_Ctrl_8	20625	Mouse_P1_006
P1	744_PA0525_Ctrl_41	3641	Mouse_P1_006
P1	745_PA1300_Ctrl_72	509	Mouse_P1_006
P1	746_PA0905.2_Ctrl_65	1706	Mouse_P1_006
P1	747_PA5009_Ctrl_91	87222	Mouse_P1_006
P1	748_PA0683_Ctrl_103	11201	Mouse_P1_006
P1	749_PA3697_Ctrl_31	10316	Mouse_P1_006
P1	750_PA3279_Ctrl_102	9480	Mouse_P1_006
P1	751_PA4499_Ctrl_50	3564	Mouse_P1_006
P1	752_PA5362_Ctrl_75	6997	Mouse_P1_006
P1	753_PA4431_Ctrl_51	9728	Mouse_P1_006
P1	754_PA4614_Ctrl_1	12967	Mouse_P1_006
P1	755_PA0516_Ctrl_55	1801	Mouse_P1_006
P1	756_PA1609_Ctrl_21	9581	Mouse_P1_006
P1	757_PA2652_Ctrl_50	14244	Mouse_P1_006
P1	758_PA0685_Ctrl_43	11299	Mouse_P1_006
P1	759_PA0296_Ctrl_681	6329	Mouse_P1_006
P1	760_PA3250_Ctrl_139	32560	Mouse_P1_006
P1	761_PA2596_Ctrl_31	270	Mouse_P1_006
P1	762_PA2116_Ctrl_87	9324	Mouse_P1_006
P1	763_PA0528_Ctrl_63	5020	Mouse_P1_006
P1	764_PA4405_Ctrl_131	6456	Mouse_P1_006
P1	765_PA1964_Ctrl_127	4457	Mouse_P1_006
P1	766_PA1331_Ctrl_46	3302	Mouse_P1_006
P1	767_PA3340_Ctrl_91	8351	Mouse_P1_006
P1	768_PA0474_Ctrl_27	1977	Mouse_P1_006
P1	769_PA2609_Ctrl_19	1284	Mouse_P1_006
P1	770_PA3336_Ctrl_7	13946	Mouse_P1_006
P1	771_PA0004_Ctrl_120	29246	Mouse_P1_006
P1	772_PA3341_Ctrl_76	1784	Mouse_P1_006
P1	773_PA0843_Ctrl_54	5940	Mouse_P1_006
P1	774_PA4865_Ctrl_164	2302	Mouse_P1_006
P1	775_PA2909_Ctrl_67	2265	Mouse_P1_006
P1	776_PA1193_Ctrl_36	12298	Mouse_P1_006
P1	777_PA4019_Ctrl_109	988	Mouse_P1_006
P1	778_PA2600_Ctrl_60	87926	Mouse_P1_006
P1	779_PA1593_Ctrl_50	10638	Mouse_P1_006
P1	780_PA3261_Ctrl_84	29850	Mouse_P1_006
P1	781_PA2027_Ctrl_64	5917	Mouse_P1_006
P1	782_PA1016_Ctrl_2	9800	Mouse_P1_006
P1	783_PA2763a_Ctrl_67	3808	Mouse_P1_006
P1	784_PA4678_Ctrl_43	13626	Mouse_P1_006
P1	785_PA2830_Ctrl_45	2513	Mouse_P1_006
P1	786_PA4376_Ctrl_132	14005	Mouse_P1_006
P1	787_PA3021_Ctrl_91	21172	Mouse_P1_006
P1	788_PA4551_Ctrl_183	78925	Mouse_P1_006
P1	789_PA3309_Ctrl_40	15304	Mouse_P1_006
P1	790_PA3472_Ctrl_95	12830	Mouse_P1_006
P1	791_PA4607_Ctrl_72	17065	Mouse_P1_006
P1	792_PA0052_Ctrl_7	10151	Mouse_P1_006
P1	793_PA1278_Ctrl_60	1054	Mouse_P1_006
P1	794_PA2684_Ctrl_10	36909	Mouse_P1_006
P1	795_PA4606_Ctrl_19	5577	Mouse_P1_006
P1	796_PA4506_Ctrl_60	5405	Mouse_P1_006
P1	797_PA3829_Ctrl_65	3570	Mouse_P1_006
P1	798_PA0073_Ctrl_162	1517	Mouse_P1_006
P1	799_PA4590_Ctrl_49	50207	Mouse_P1_006
P1	800_PA4533_Ctrl_84	903	Mouse_P1_006
P1	801_PA3495_Ctrl_54	17631	Mouse_P1_006
P1	802_PA3951_Ctrl_48	3135	Mouse_P1_006
P1	803_PA1493_Ctrl_233	15918	Mouse_P1_006
P1	804_PA2325_Ctrl_2	4827	Mouse_P1_006
P1	805_PA1809_Ctrl_40	3264	Mouse_P1_006
P1	806_PA4910_Ctrl_16	20028	Mouse_P1_006
P1	807_PA1320_Ctrl_135	8817	Mouse_P1_006
P1	808_PA4847_Ctrl_122	8828	Mouse_P1_006
P1	809_PA5318_Ctrl_51	4235	Mouse_P1_006
P1	810_PA5565_Ctrl_123	9642	Mouse_P1_006
P1	811_PA5491_Ctrl_67	8332	Mouse_P1_006
P1	812_PA4626_Ctrl_60	888	Mouse_P1_006
P1	813_PA0682_Ctrl_2	8279	Mouse_P1_006
P1	814_PA2130_Ctrl_8	1716	Mouse_P1_006
P1	815_PA2312a_Ctrl_134	42710	Mouse_P1_006
P1	816_PA4639_Ctrl_33	11576	Mouse_P1_006
P1	817_PA2247_Ctrl_19	23439	Mouse_P1_006
P1	818_PA0746_Ctrl_49	18761	Mouse_P1_006
P1	819_PA4470_Ctrl_78	9551	Mouse_P1_006
P1	820_PA2312_Ctrl_33	2996	Mouse_P1_006
P1	821_PA2524_Ctrl_122	5476	Mouse_P1_006
P1	822_PA1462_Ctrl_114	3007	Mouse_P1_006
P1	823_PA0486_Ctrl_27	22737	Mouse_P1_006
P1	824_PA0022_Ctrl_65	8805	Mouse_P1_006
P1	825_PA5443_Ctrl_35	2781	Mouse_P1_006
P1	826_PA0325_Ctrl_115	29102	Mouse_P1_006
P1	827_PA4598_Ctrl_92	27803	Mouse_P1_006
P1	828_PA4063_Ctrl_9	5424	Mouse_P1_006
P1	829_PA0340_Ctrl_41	8042	Mouse_P1_006
P1	830_PA2958_Ctrl_79	4211	Mouse_P1_006
P1	831_PA4789_Ctrl_1	2888	Mouse_P1_006
P1	832_PA0013_Ctrl_128	2817	Mouse_P1_006
P1	833_PA0002_Ctrl_56	2138	Mouse_P1_006
P1	834_PA0255_Ctrl_25	6281	Mouse_P1_006
P1	835_PA2458_Ctrl_72	2174	Mouse_P1_006
P1	836_PA0290_Ctrl_80	17791	Mouse_P1_006
P1	837_PA0331_Ctrl_99	1324	Mouse_P1_006
P1	838_PA4930_Ctrl_54	1529	Mouse_P1_006
P1	839_PA2385_Ctrl_15	1928	Mouse_P1_006
P1	840_PA2569_Ctrl_93	33641	Mouse_P1_006
P1	841_PA4830_Ctrl_72	4950	Mouse_P1_006
P1	842_PA4077_Ctrl_12	8750	Mouse_P1_006
P1	843_PA2294_Ctrl_34	10397	Mouse_P1_006
P1	844_PA4998_Ctrl_21	10062	Mouse_P1_006
P1	845_PA4491_Ctrl_108	15054	Mouse_P1_006
P1	846_PA2567_Ctrl_105	18102	Mouse_P1_006
P1	847_PA1765_Ctrl_58	147	Mouse_P1_006
P1	848_PA2605_Ctrl_34	1876	Mouse_P1_006
P1	849_PA4441_Ctrl_103	13085	Mouse_P1_006
P1	850_PA2924_Ctrl_116	3772	Mouse_P1_006
P1	851_PA5482_Ctrl_100	15719	Mouse_P1_006
P1	852_PA2830_Ctrl_2	20133	Mouse_P1_006
P1	853_PA5269_Ctrl_1	63	Mouse_P1_006
P1	854_PA4359_Ctrl_17	8123	Mouse_P1_006
P1	855_PA0558_Ctrl_11	695	Mouse_P1_006
P1	856_PA1443_Ctrl_69	21248	Mouse_P1_006
P1	857_PA3108_Ctrl_66	482	Mouse_P1_006
P1	858_PA0644_Ctrl_22	25326	Mouse_P1_006
P1	859_PA0086_Ctrl_96	12498	Mouse_P1_006
P1	860_PA4596_Ctrl_134	10655	Mouse_P1_006
P1	861_PA3038_Ctrl_62	10009	Mouse_P1_006
P1	862_PA5485_Ctrl_30	4568	Mouse_P1_006
P1	863_PA4662_Ctrl_18	43066	Mouse_P1_006
P1	864_PA4372_Ctrl_9	9671	Mouse_P1_006
P1	865_PA3594_Ctrl_2	15931	Mouse_P1_006
P1	866_PA4757_Ctrl_61	7328	Mouse_P1_006
P1	867_PA2829_Ctrl_2	2734	Mouse_P1_006
P1	868_PA3943_Ctrl_77	12184	Mouse_P1_006
P1	869_PA5287_Ctrl_53	4798	Mouse_P1_006
P1	870_PA2866_Ctrl_2	9251	Mouse_P1_006
P1	871_PA0742_Ctrl_70	584	Mouse_P1_006
P1	873_PA3145_Ctrl_104	18334	Mouse_P1_006
P1	874_PA3260_Ctrl_53	14511	Mouse_P1_006
P1	875_PA1980_Ctrl_39	3091	Mouse_P1_006
P1	876_PA5030_Ctrl_21	14913	Mouse_P1_006
P1	877_PA0379_Ctrl_47	12277	Mouse_P1_006
P1	878_PA3671_Ctrl_85	9434	Mouse_P1_006
P1	879_PA4566_Ctrl_101	8289	Mouse_P1_006
P1	880_PA2973_Ctrl_81	16891	Mouse_P1_006
P1	881_PA1286_Ctrl_1	10241	Mouse_P1_006
P1	882_PA4669_Ctrl_98	26518	Mouse_P1_006
P1	883_PA5500_Ctrl_137	6907	Mouse_P1_006
P1	884_PA5057_Ctrl_7	15779	Mouse_P1_006
P1	885_PA5035_Ctrl_70	11113	Mouse_P1_006
P1	886_PA0265_Ctrl_104	29121	Mouse_P1_006
P1	887_PA1416_Ctrl_78	11206	Mouse_P1_006
P1	888_PA2210_Ctrl_23	10338	Mouse_P1_006
P1	889_PA2820_Ctrl_75	14349	Mouse_P1_006
P1	890_PA4524.1_Ctrl_2	14326	Mouse_P1_006
P1	891_PA4406_Ctrl_18	9616	Mouse_P1_006
P1	892_PA0172_Ctrl_112	16513	Mouse_P1_006
P1	893_PA1600_Ctrl_113	2158	Mouse_P1_006
P1	894_PA1230_Ctrl_7	15332	Mouse_P1_006
P1	895_PA3541_Ctrl_27	3160	Mouse_P1_006
P1	896_PA3676_Ctrl_138	10420	Mouse_P1_006
P1	897_PA2222_Ctrl_6	10686	Mouse_P1_006
P1	898_PA5122_Ctrl_2	9896	Mouse_P1_006
P1	899_PA0186_Ctrl_92	23075	Mouse_P1_006
P1	900_PA2169_Ctrl_77	7291	Mouse_P1_006
P1	901_PA3357_Ctrl_26	8527	Mouse_P1_006
P1	902_PA2589_Ctrl_96	5758	Mouse_P1_006
P1	903_PA4637_Ctrl_6	4344	Mouse_P1_006
P1	904_PA3257_Ctrl_19	25836	Mouse_P1_006
P1	905_PA2233_Ctrl_64	1596	Mouse_P1_006
P1	906_PA4047_Ctrl_57	11201	Mouse_P1_006
P1	907_PA4416_Ctrl_110	18786	Mouse_P1_006
P1	908_PA4874_Ctrl_69	1	Mouse_P1_006
P1	909_PA4457_Ctrl_197	4022	Mouse_P1_006
P1	910_PA1964_Ctrl_102	17852	Mouse_P1_006
P1	911_PA2742_Ctrl_33	18721	Mouse_P1_006
P1	912_PA1409_Ctrl_76	6271	Mouse_P1_006
P1	913_PA2441_Ctrl_21	18218	Mouse_P1_006
P1	914_PA0645_Ctrl_74	6834	Mouse_P1_006
P1	915_PA4275_Ctrl_122	24487	Mouse_P1_006
P1	916_PA4541_Ctrl_72	2174	Mouse_P1_006
P1	917_PA2309_Ctrl_52	4118	Mouse_P1_006
P1	918_PA3540_Ctrl_177	23814	Mouse_P1_006
P1	919_PA3819_Ctrl_72	38874	Mouse_P1_006
P1	920_PA3856_Ctrl_49	6061	Mouse_P1_006
P1	921_PA1489_Ctrl_132	6825	Mouse_P1_006
P1	922_PA4926_Ctrl_49	12106	Mouse_P1_006
P1	923_PA0570_Ctrl_44	5248	Mouse_P1_006
P1	924_PA4321_Ctrl_80	38804	Mouse_P1_006
P1	925_PA0794_Ctrl_16	11490	Mouse_P1_006
P1	926_PA2531_Ctrl_128	5871	Mouse_P1_006
P1	927_PA5280_Ctrl_59	16448	Mouse_P1_006
P1	928_PA1785_Ctrl_105	74	Mouse_P1_006
P1	929_PA4094_Ctrl_5	226	Mouse_P1_006
P1	930_PA3629_Ctrl_74	3727	Mouse_P1_006
P1	931_PA1212_Ctrl_110	17123	Mouse_P1_006
P1	932_PA4390_Ctrl_147	662	Mouse_P1_006
P1	933_PA1577_Ctrl_5	8827	Mouse_P1_006
P1	934_PA3010_Ctrl_6	11180	Mouse_P1_006
P1	935_PA3564_Ctrl_59	6372	Mouse_P1_006
P1	936_PA0321_Ctrl_31	831	Mouse_P1_006
P1	937_PA4248_Ctrl_22	4	Mouse_P1_006
P1	938_PA3360_Ctrl_84	21874	Mouse_P1_006
P1	939_PA0988_Ctrl_76	8384	Mouse_P1_006
P1	940_PA2990_Ctrl_153	35577	Mouse_P1_006
P1	941_PA5225_Ctrl_6	56601	Mouse_P1_006
P1	942_PA0367_Ctrl_1	5549	Mouse_P1_006
P1	943_PA1406_Ctrl_57	12084	Mouse_P1_006
P1	944_PA0636_Ctrl_113	44459	Mouse_P1_006
P1	945_PA3417_Ctrl_22	14508	Mouse_P1_006
P1	946_PA1351_Ctrl_122	12712	Mouse_P1_006
P1	947_PA4210_Ctrl_484	7845	Mouse_P1_006
P1	948_PA3648_Ctrl_111	46562	Mouse_P1_006
P1	949_PA1347_Ctrl_156	10113	Mouse_P1_006
P1	950_PA2870_Ctrl_39	1233	Mouse_P1_006
P1	951_PA0114_Ctrl_68	10661	Mouse_P1_006
P1	952_PA3107_Ctrl_54	5085	Mouse_P1_006
P1	953_PA1568_Ctrl_109	7047	Mouse_P1_006
P1	954_PA3361_Ctrl_80	15560	Mouse_P1_006
P1	955_PA2143_Ctrl_91	9302	Mouse_P1_006
P1	956_PA1163_Ctrl_28	21679	Mouse_P1_006
P1	957_PA0390_Ctrl_5	9252	Mouse_P1_006
P1	958_PA3355_Ctrl_45	13964	Mouse_P1_006
P1	959_PA2549_Ctrl_1	1	Mouse_P1_006
P1	960_PA2780_Ctrl_92	24682	Mouse_P1_006
P1	961_PA1614_Ctrl_19	4020	Mouse_P1_006
P1	962_PA4144_Ctrl_139	26	Mouse_P1_006
P1	963_PA2448_Ctrl_107	5723	Mouse_P1_006
P1	964_PA3613_Ctrl_39	29047	Mouse_P1_006
P1	965_PA0666_Ctrl_58	26026	Mouse_P1_006
P1	966_PA0428_Ctrl_6	11222	Mouse_P1_006
P1	967_PA5429_Ctrl_111	6391	Mouse_P1_006
P1	968_PA4437_Ctrl_56	4127	Mouse_P1_006
P1	969_PA1816_Ctrl_26	1116	Mouse_P1_006
P1	970_PA0056_Ctrl_7	3967	Mouse_P1_006
P1	971_PA5521_Ctrl_60	25550	Mouse_P1_006
P1	972_PA0484_Ctrl_77	7682	Mouse_P1_006
P1	973_PA0383_Ctrl_24	7844	Mouse_P1_006
P1	974_PA1416_Ctrl_12	8	Mouse_P1_006
P1	975_PA5423_Ctrl_7	10891	Mouse_P1_006
P1	976_PA0497_Ctrl_66	16990	Mouse_P1_006
P1	977_PA3105_Ctrl_21	4641	Mouse_P1_006
P1	978_PA4256_Ctrl_42	25488	Mouse_P1_006
P1	979_PA2570_Ctrl_93	13338	Mouse_P1_006
P1	980_PA1105_Ctrl_141	4759	Mouse_P1_006
P1	981_PA0709_Ctrl_62	52637	Mouse_P1_006
P1	982_PA0707_Ctrl_87	7230	Mouse_P1_006
P1	983_PA1536_Ctrl_7	15319	Mouse_P1_006
P1	984_PA0690_Ctrl_60	2034	Mouse_P1_006
P1	985_PA0408_Ctrl_152	2983	Mouse_P1_006
P1	986_PA0553_Ctrl_45	9691	Mouse_P1_006
P1	987_PA4974_Ctrl_70	36272	Mouse_P1_006
P1	988_PA3509_Ctrl_18	1931	Mouse_P1_006
