promoter	guide	count	condition
P1	824_PA0022_Ctrl_65	5316	Mouse_P1_017
P1	825_PA5443_Ctrl_35	3038	Mouse_P1_017
P1	826_PA0325_Ctrl_115	35178	Mouse_P1_017
P1	827_PA4598_Ctrl_92	36169	Mouse_P1_017
P1	828_PA4063_Ctrl_9	3260	Mouse_P1_017
P1	829_PA0340_Ctrl_41	7971	Mouse_P1_017
P1	830_PA2958_Ctrl_79	3522	Mouse_P1_017
P1	831_PA4789_Ctrl_1	1212	Mouse_P1_017
P1	832_PA0013_Ctrl_128	2751	Mouse_P1_017
P1	833_PA0002_Ctrl_56	1724	Mouse_P1_017
P1	834_PA0255_Ctrl_25	12043	Mouse_P1_017
P1	835_PA2458_Ctrl_72	218	Mouse_P1_017
P1	836_PA0290_Ctrl_80	17918	Mouse_P1_017
P1	837_PA0331_Ctrl_99	742	Mouse_P1_017
P1	838_PA4930_Ctrl_54	978	Mouse_P1_017
P1	839_PA2385_Ctrl_15	837	Mouse_P1_017
P1	840_PA2569_Ctrl_93	31600	Mouse_P1_017
P1	841_PA4830_Ctrl_72	6084	Mouse_P1_017
P1	842_PA4077_Ctrl_12	6048	Mouse_P1_017
P1	843_PA2294_Ctrl_34	10000	Mouse_P1_017
P1	844_PA4998_Ctrl_21	13338	Mouse_P1_017
P1	845_PA4491_Ctrl_108	14011	Mouse_P1_017
P1	846_PA2567_Ctrl_105	20888	Mouse_P1_017
P1	847_PA1765_Ctrl_58	2	Mouse_P1_017
P1	848_PA2605_Ctrl_34	420	Mouse_P1_017
P1	849_PA4441_Ctrl_103	8877	Mouse_P1_017
P1	850_PA2924_Ctrl_116	10030	Mouse_P1_017
P1	851_PA5482_Ctrl_100	21994	Mouse_P1_017
P1	852_PA2830_Ctrl_2	16093	Mouse_P1_017
P1	853_PA5269_Ctrl_1	247	Mouse_P1_017
P1	854_PA4359_Ctrl_17	4757	Mouse_P1_017
P1	855_PA0558_Ctrl_11	1533	Mouse_P1_017
P1	856_PA1443_Ctrl_69	25445	Mouse_P1_017
P1	857_PA3108_Ctrl_66	833	Mouse_P1_017
P1	858_PA0644_Ctrl_22	16651	Mouse_P1_017
P1	859_PA0086_Ctrl_96	8079	Mouse_P1_017
P1	860_PA4596_Ctrl_134	10001	Mouse_P1_017
P1	861_PA3038_Ctrl_62	10550	Mouse_P1_017
P1	862_PA5485_Ctrl_30	3798	Mouse_P1_017
P1	863_PA4662_Ctrl_18	38219	Mouse_P1_017
P1	864_PA4372_Ctrl_9	7621	Mouse_P1_017
P1	865_PA3594_Ctrl_2	14487	Mouse_P1_017
P1	866_PA4757_Ctrl_61	6695	Mouse_P1_017
P1	867_PA2829_Ctrl_2	3241	Mouse_P1_017
P1	868_PA3943_Ctrl_77	10935	Mouse_P1_017
P1	869_PA5287_Ctrl_53	3287	Mouse_P1_017
P1	870_PA2866_Ctrl_2	6247	Mouse_P1_017
P1	871_PA0742_Ctrl_70	607	Mouse_P1_017
P1	873_PA3145_Ctrl_104	15623	Mouse_P1_017
P1	874_PA3260_Ctrl_53	13911	Mouse_P1_017
P1	875_PA1980_Ctrl_39	2359	Mouse_P1_017
P1	876_PA5030_Ctrl_21	12178	Mouse_P1_017
P1	877_PA0379_Ctrl_47	13981	Mouse_P1_017
P1	878_PA3671_Ctrl_85	7906	Mouse_P1_017
P1	879_PA4566_Ctrl_101	6247	Mouse_P1_017
P1	880_PA2973_Ctrl_81	17552	Mouse_P1_017
P1	881_PA1286_Ctrl_1	11158	Mouse_P1_017
P1	882_PA4669_Ctrl_98	14891	Mouse_P1_017
P1	883_PA5500_Ctrl_137	30178	Mouse_P1_017
P1	884_PA5057_Ctrl_7	16598	Mouse_P1_017
P1	885_PA5035_Ctrl_70	10502	Mouse_P1_017
P1	886_PA0265_Ctrl_104	28935	Mouse_P1_017
P1	887_PA1416_Ctrl_78	9069	Mouse_P1_017
P1	888_PA2210_Ctrl_23	6781	Mouse_P1_017
P1	889_PA2820_Ctrl_75	12894	Mouse_P1_017
P1	890_PA4524.1_Ctrl_2	11207	Mouse_P1_017
P1	891_PA4406_Ctrl_18	10044	Mouse_P1_017
P1	892_PA0172_Ctrl_112	11887	Mouse_P1_017
P1	893_PA1600_Ctrl_113	2231	Mouse_P1_017
P1	894_PA1230_Ctrl_7	13457	Mouse_P1_017
P1	895_PA3541_Ctrl_27	1404	Mouse_P1_017
P1	896_PA3676_Ctrl_138	9272	Mouse_P1_017
P1	897_PA2222_Ctrl_6	8385	Mouse_P1_017
P1	898_PA5122_Ctrl_2	10589	Mouse_P1_017
P1	899_PA0186_Ctrl_92	13028	Mouse_P1_017
P1	900_PA2169_Ctrl_77	7520	Mouse_P1_017
P1	901_PA3357_Ctrl_26	8075	Mouse_P1_017
P1	902_PA2589_Ctrl_96	4473	Mouse_P1_017
P1	903_PA4637_Ctrl_6	188	Mouse_P1_017
P1	904_PA3257_Ctrl_19	23325	Mouse_P1_017
P1	905_PA2233_Ctrl_64	1707	Mouse_P1_017
P1	906_PA4047_Ctrl_57	5972	Mouse_P1_017
P1	907_PA4416_Ctrl_110	22101	Mouse_P1_017
P1	909_PA4457_Ctrl_197	452	Mouse_P1_017
P1	910_PA1964_Ctrl_102	35261	Mouse_P1_017
P1	911_PA2742_Ctrl_33	13467	Mouse_P1_017
P1	912_PA1409_Ctrl_76	5382	Mouse_P1_017
P1	913_PA2441_Ctrl_21	15243	Mouse_P1_017
P1	914_PA0645_Ctrl_74	4944	Mouse_P1_017
P1	915_PA4275_Ctrl_122	24154	Mouse_P1_017
P1	916_PA4541_Ctrl_72	2437	Mouse_P1_017
P1	917_PA2309_Ctrl_52	4970	Mouse_P1_017
P1	918_PA3540_Ctrl_177	26235	Mouse_P1_017
P1	919_PA3819_Ctrl_72	24335	Mouse_P1_017
P1	920_PA3856_Ctrl_49	3373	Mouse_P1_017
P1	921_PA1489_Ctrl_132	5131	Mouse_P1_017
P1	922_PA4926_Ctrl_49	14511	Mouse_P1_017
P1	923_PA0570_Ctrl_44	4227	Mouse_P1_017
P1	924_PA4321_Ctrl_80	4066	Mouse_P1_017
P1	925_PA0794_Ctrl_16	6650	Mouse_P1_017
P1	926_PA2531_Ctrl_128	7205	Mouse_P1_017
P1	927_PA5280_Ctrl_59	20408	Mouse_P1_017
P1	929_PA4094_Ctrl_5	3	Mouse_P1_017
P1	930_PA3629_Ctrl_74	3163	Mouse_P1_017
P1	931_PA1212_Ctrl_110	17253	Mouse_P1_017
P1	932_PA4390_Ctrl_147	1090	Mouse_P1_017
P1	933_PA1577_Ctrl_5	29456	Mouse_P1_017
P1	934_PA3010_Ctrl_6	34148	Mouse_P1_017
P1	935_PA3564_Ctrl_59	7147	Mouse_P1_017
P1	936_PA0321_Ctrl_31	684	Mouse_P1_017
P1	937_PA4248_Ctrl_22	2	Mouse_P1_017
P1	938_PA3360_Ctrl_84	20741	Mouse_P1_017
P1	939_PA0988_Ctrl_76	7927	Mouse_P1_017
P1	940_PA2990_Ctrl_153	97995	Mouse_P1_017
P1	941_PA5225_Ctrl_6	42896	Mouse_P1_017
P1	942_PA0367_Ctrl_1	3951	Mouse_P1_017
P1	943_PA1406_Ctrl_57	15340	Mouse_P1_017
P1	944_PA0636_Ctrl_113	42932	Mouse_P1_017
P1	945_PA3417_Ctrl_22	11113	Mouse_P1_017
P1	946_PA1351_Ctrl_122	4671	Mouse_P1_017
P1	947_PA4210_Ctrl_484	5218	Mouse_P1_017
P1	948_PA3648_Ctrl_111	36243	Mouse_P1_017
P1	949_PA1347_Ctrl_156	7956	Mouse_P1_017
P1	950_PA2870_Ctrl_39	31	Mouse_P1_017
P1	951_PA0114_Ctrl_68	10281	Mouse_P1_017
P1	952_PA3107_Ctrl_54	3085	Mouse_P1_017
P1	953_PA1568_Ctrl_109	4524	Mouse_P1_017
P1	954_PA3361_Ctrl_80	12783	Mouse_P1_017
P1	955_PA2143_Ctrl_91	9675	Mouse_P1_017
P1	956_PA1163_Ctrl_28	20344	Mouse_P1_017
P1	957_PA0390_Ctrl_5	7949	Mouse_P1_017
P1	958_PA3355_Ctrl_45	17702	Mouse_P1_017
P1	959_PA2549_Ctrl_1	4	Mouse_P1_017
P1	960_PA2780_Ctrl_92	56091	Mouse_P1_017
P1	961_PA1614_Ctrl_19	4785	Mouse_P1_017
P1	962_PA4144_Ctrl_139	429	Mouse_P1_017
P1	963_PA2448_Ctrl_107	6118	Mouse_P1_017
P1	964_PA3613_Ctrl_39	26564	Mouse_P1_017
P1	965_PA0666_Ctrl_58	22635	Mouse_P1_017
P1	966_PA0428_Ctrl_6	9217	Mouse_P1_017
P1	967_PA5429_Ctrl_111	5916	Mouse_P1_017
P1	968_PA4437_Ctrl_56	3157	Mouse_P1_017
P1	969_PA1816_Ctrl_26	4051	Mouse_P1_017
P1	970_PA0056_Ctrl_7	2997	Mouse_P1_017
P1	971_PA5521_Ctrl_60	20926	Mouse_P1_017
P1	972_PA0484_Ctrl_77	6790	Mouse_P1_017
P1	973_PA0383_Ctrl_24	4550	Mouse_P1_017
P1	974_PA1416_Ctrl_12	29	Mouse_P1_017
P1	975_PA5423_Ctrl_7	12423	Mouse_P1_017
P1	976_PA0497_Ctrl_66	20889	Mouse_P1_017
P1	977_PA3105_Ctrl_21	4667	Mouse_P1_017
P1	978_PA4256_Ctrl_42	15491	Mouse_P1_017
P1	979_PA2570_Ctrl_93	10416	Mouse_P1_017
P1	980_PA1105_Ctrl_141	1732	Mouse_P1_017
P1	981_PA0709_Ctrl_62	23711	Mouse_P1_017
P1	982_PA0707_Ctrl_87	8056	Mouse_P1_017
P1	983_PA1536_Ctrl_7	8334	Mouse_P1_017
P1	984_PA0690_Ctrl_60	2385	Mouse_P1_017
P1	985_PA0408_Ctrl_152	2330	Mouse_P1_017
P1	986_PA0553_Ctrl_45	10222	Mouse_P1_017
P1	987_PA4974_Ctrl_70	39256	Mouse_P1_017
P1	988_PA3509_Ctrl_18	1028	Mouse_P1_017
P1	990_PA1171_Ctrl_32	1523	Mouse_P1_017
P1	991_PA0278_Ctrl_29	16593	Mouse_P1_017
P1	992_PA5258_Ctrl_68	20511	Mouse_P1_017
P1	993_PA0054_Ctrl_58	11375	Mouse_P1_017
P1	994_PA4009_Ctrl_87	5748	Mouse_P1_017
P1	995_PA1384_Ctrl_146	20	Mouse_P1_017
P1	996_PA4675_Ctrl_7	67634	Mouse_P1_017
P1	997_PA4677_Ctrl_34	2584	Mouse_P1_017
P1	998_PA1019_Ctrl_111	31807	Mouse_P1_017
P1	999_PA3112_Ctrl_31	17322	Mouse_P1_017
P1	1000_PA3824_Ctrl_56	5381	Mouse_P1_017
P1	PA14_RS00005_dnaA_74	1	Mouse_P1_017
P1	PA14_RS00010_dnaN_2	60	Mouse_P1_017
P1	PA14_RS00020_gyrB_32	2	Mouse_P1_017
P1	PA14_RS00020_gyrB_120	9691	Mouse_P1_017
P1	PA14_RS00025_plsC_18	224	Mouse_P1_017
P1	PA14_RS00025_plsC_51	11	Mouse_P1_017
P1	PA14_RS00025_plsC_75	5867	Mouse_P1_017
P1	PA14_RS00030_gmhB_54	2	Mouse_P1_017
P1	PA14_RS00030_gmhB_88	1471	Mouse_P1_017
P1	PA14_RS00040_glyS_57	4	Mouse_P1_017
P1	PA14_RS00040_glyS_78	125	Mouse_P1_017
P1	PA14_RS00045_glyQ_30	2	Mouse_P1_017
P1	PA14_RS00045_glyQ_95	618	Mouse_P1_017
P1	PA14_RS00045_glyQ_117	4	Mouse_P1_017
P1	PA14_RS00090_fmt_51	1	Mouse_P1_017
P1	PA14_RS00090_fmt_78	32	Mouse_P1_017
P1	PA14_RS00095_def_6	2	Mouse_P1_017
P1	PA14_RS00095_def_29	73	Mouse_P1_017
P1	PA14_RS00095_def_88	604	Mouse_P1_017
P1	PA14_RS00095_def_114	246	Mouse_P1_017
P1	PA14_RS00110_tsaC_35	492	Mouse_P1_017
P1	PA14_RS00110_tsaC_65	71	Mouse_P1_017
P1	PA14_RS00110_tsaC_102	4603	Mouse_P1_017
P1	PA14_RS00110_tsaC_151	1	Mouse_P1_017
P1	PA14_RS00120_hemF_36	1	Mouse_P1_017
P1	PA14_RS00120_hemF_68	12550	Mouse_P1_017
P1	PA14_RS00120_hemF_101	213	Mouse_P1_017
P1	PA14_RS00125_aroE_31	90	Mouse_P1_017
P1	PA14_RS00125_aroE_83	1285	Mouse_P1_017
P1	PA14_RS00125_aroE_118	2082	Mouse_P1_017
P1	PA14_RS00180_trpA_7	42253	Mouse_P1_017
P1	PA14_RS00180_trpA_27	15605	Mouse_P1_017
P1	PA14_RS00180_trpA_51	524	Mouse_P1_017
P1	PA14_RS00180_trpA_75	1728	Mouse_P1_017
P1	PA14_RS00185_trpB_9	11675	Mouse_P1_017
P1	PA14_RS00185_trpB_30	50	Mouse_P1_017
P1	PA14_RS00185_trpB_69	7694	Mouse_P1_017
P1	PA14_RS00185_trpB_97	8757	Mouse_P1_017
P1	PA14_RS01685_serA_61	2	Mouse_P1_017
P1	PA14_RS01755_rpiA_39	1	Mouse_P1_017
P1	PA14_RS01755_rpiA_102	685	Mouse_P1_017
P1	PA14_RS01785_-_42	7276	Mouse_P1_017
P1	PA14_RS01785_-_99	8314	Mouse_P1_017
P1	PA14_RS01785_-_147	1307	Mouse_P1_017
P1	PA14_RS01785_-_168	7	Mouse_P1_017
P1	PA14_RS01815_lgt_16	20024	Mouse_P1_017
P1	PA14_RS01815_lgt_101	2	Mouse_P1_017
P1	PA14_RS01820_thyA_50	2	Mouse_P1_017
P1	PA14_RS01820_thyA_74	1	Mouse_P1_017
P1	PA14_RS01820_thyA_96	6	Mouse_P1_017
P1	PA14_RS01860_folA_1	3	Mouse_P1_017
P1	PA14_RS01860_folA_29	7	Mouse_P1_017
P1	PA14_RS01860_folA_73	623	Mouse_P1_017
P1	PA14_RS01875_ilvD_5	1284	Mouse_P1_017
P1	PA14_RS01875_ilvD_27	15485	Mouse_P1_017
P1	PA14_RS01875_ilvD_54	2	Mouse_P1_017
P1	PA14_RS01875_ilvD_104	1	Mouse_P1_017
P1	PA14_RS01925_fdx1_6	1	Mouse_P1_017
P1	PA14_RS01925_fdx1_104	1	Mouse_P1_017
P1	PA14_RS01925_fdx1_143	1718	Mouse_P1_017
P1	PA14_RS01930_coaD_88	4625	Mouse_P1_017
P1	PA14_RS01930_coaD_108	2774	Mouse_P1_017
P1	PA14_RS01985_ftsY_14	28	Mouse_P1_017
P1	PA14_RS01985_ftsY_82	1	Mouse_P1_017
P1	PA14_RS01985_ftsY_104	2	Mouse_P1_017
P1	PA14_RS02000_rpoH_119	114	Mouse_P1_017
P1	PA14_RS02000_rpoH_144	1621	Mouse_P1_017
P1	PA14_RS02025_thiG_1	1	Mouse_P1_017
P1	PA14_RS02025_thiG_44	1	Mouse_P1_017
P1	PA14_RS02025_thiG_66	5179	Mouse_P1_017
P1	PA14_RS02065_metW_9	422	Mouse_P1_017
P1	PA14_RS02065_metW_38	8384	Mouse_P1_017
P1	PA14_RS02065_metW_90	1617	Mouse_P1_017
P1	PA14_RS02065_metW_127	10203	Mouse_P1_017
P1	PA14_RS02070_metX_5	1620	Mouse_P1_017
P1	PA14_RS02070_metX_42	4396	Mouse_P1_017
P1	PA14_RS02070_metX_93	8589	Mouse_P1_017
P1	PA14_RS02090_proC_11	14109	Mouse_P1_017
P1	PA14_RS02090_proC_48	1	Mouse_P1_017
P1	PA14_RS02090_proC_72	4	Mouse_P1_017
P1	PA14_RS02090_proC_97	778	Mouse_P1_017
P1	PA14_RS02130_pyrC_6	9718	Mouse_P1_017
P1	PA14_RS02130_pyrC_114	1	Mouse_P1_017
P1	PA14_RS02130_pyrC_147	1405	Mouse_P1_017
P1	PA14_RS02130_pyrC_252	24	Mouse_P1_017
P1	PA14_RS02135_pyrB_5	2	Mouse_P1_017
P1	PA14_RS02135_pyrB_80	4248	Mouse_P1_017
P1	PA14_RS02135_pyrB_103	2948	Mouse_P1_017
P1	PA14_RS02145_yqgF_87	13373	Mouse_P1_017
P1	PA14_RS02145_yqgF_134	2621	Mouse_P1_017
P1	PA14_RS02145_yqgF_200	6698	Mouse_P1_017
P1	PA14_RS02225_bioA_7	6215	Mouse_P1_017
P1	PA14_RS02225_bioA_34	224	Mouse_P1_017
P1	PA14_RS02225_bioA_86	1018	Mouse_P1_017
P1	PA14_RS02260_oprM_18	171	Mouse_P1_017
P1	PA14_RS02260_oprM_75	728	Mouse_P1_017
P1	PA14_RS02275_metF_12	8150	Mouse_P1_017
P1	PA14_RS02275_metF_43	5644	Mouse_P1_017
P1	PA14_RS02275_metF_65	891	Mouse_P1_017
P1	PA14_RS02275_metF_85	15718	Mouse_P1_017
P1	PA14_RS02285_sahH_20	318	Mouse_P1_017
P1	PA14_RS02285_sahH_57	1168	Mouse_P1_017
P1	PA14_RS02285_sahH_93	509	Mouse_P1_017
P1	PA14_RS02285_sahH_121	538	Mouse_P1_017
P1	PA14_RS02615_bioB_1	2780	Mouse_P1_017
P1	PA14_RS02615_bioB_26	1582	Mouse_P1_017
P1	PA14_RS02615_bioB_50	435	Mouse_P1_017
P1	PA14_RS02615_bioB_76	1296	Mouse_P1_017
P1	PA14_RS02620_bioF_2	7084	Mouse_P1_017
P1	PA14_RS02620_bioF_24	3355	Mouse_P1_017
P1	PA14_RS02620_bioF_51	5778	Mouse_P1_017
P1	PA14_RS02620_bioF_83	2386	Mouse_P1_017
P1	PA14_RS02630_bioC_17	5292	Mouse_P1_017
P1	PA14_RS02630_bioC_66	850	Mouse_P1_017
P1	PA14_RS02630_bioC_175	8278	Mouse_P1_017
P1	PA14_RS02635_bioD_2	10684	Mouse_P1_017
P1	PA14_RS02635_bioD_23	42	Mouse_P1_017
P1	PA14_RS02635_bioD_59	608	Mouse_P1_017
P1	PA14_RS02635_bioD_93	1008	Mouse_P1_017
P1	PA14_RS02850_metK_15	2	Mouse_P1_017
P1	PA14_RS02850_metK_39	9103	Mouse_P1_017
P1	PA14_RS02850_metK_67	64	Mouse_P1_017
P1	PA14_RS02860_tktA_56	2	Mouse_P1_017
P1	PA14_RS02860_tktA_78	10621	Mouse_P1_017
P1	PA14_RS02875_epd_85	64	Mouse_P1_017
P1	PA14_RS02875_epd_137	32	Mouse_P1_017
P1	PA14_RS02880_pgk_8	7752	Mouse_P1_017
P1	PA14_RS02880_pgk_33	10365	Mouse_P1_017
P1	PA14_RS02880_pgk_57	38	Mouse_P1_017
P1	PA14_RS02880_pgk_90	1	Mouse_P1_017
P1	PA14_RS02895_fda_68	341	Mouse_P1_017
P1	PA14_RS03010_rpoD_6	1	Mouse_P1_017
P1	PA14_RS03010_rpoD_70	2	Mouse_P1_017
P1	PA14_RS03015_dnaG_37	1	Mouse_P1_017
P1	PA14_RS03015_dnaG_96	1	Mouse_P1_017
P1	PA14_RS03025_rpsU_5	1	Mouse_P1_017
P1	PA14_RS03025_rpsU_103	1	Mouse_P1_017
P1	PA14_RS03030_gcp_108	217	Mouse_P1_017
P1	PA14_RS03030_gcp_134	39	Mouse_P1_017
P1	PA14_RS03040_folB_41	1	Mouse_P1_017
P1	PA14_RS03040_folB_75	1464	Mouse_P1_017
P1	PA14_RS03040_folB_96	885	Mouse_P1_017
P1	PA14_RS03040_folB_146	3929	Mouse_P1_017
P1	PA14_RS03050_cca_40	2887	Mouse_P1_017
P1	PA14_RS03050_cca_60	3	Mouse_P1_017
P1	PA14_RS03050_cca_87	739	Mouse_P1_017
P1	PA14_RS03050_cca_121	1432	Mouse_P1_017
P1	PA14_RS03095_pdxA_26	8546	Mouse_P1_017
P1	PA14_RS03095_pdxA_50	131	Mouse_P1_017
P1	PA14_RS03095_pdxA_72	87	Mouse_P1_017
P1	PA14_RS03095_pdxA_92	135	Mouse_P1_017
P1	PA14_RS03100_surA_22	12	Mouse_P1_017
P1	PA14_RS03100_surA_105	586	Mouse_P1_017
P1	PA14_RS03105_ostA_15	83	Mouse_P1_017
P1	PA14_RS03105_ostA_51	1	Mouse_P1_017
P1	PA14_RS03105_ostA_99	214	Mouse_P1_017
P1	PA14_RS03165_rpe_54	110	Mouse_P1_017
P1	PA14_RS03165_rpe_83	1062	Mouse_P1_017
P1	PA14_RS03175_trpE_32	5259	Mouse_P1_017
P1	PA14_RS03175_trpE_71	6175	Mouse_P1_017
P1	PA14_RS03175_trpE_91	7528	Mouse_P1_017
P1	PA14_RS03175_trpE_116	10524	Mouse_P1_017
P1	PA14_RS03355_trpD_20	8066	Mouse_P1_017
P1	PA14_RS03355_trpD_48	1696	Mouse_P1_017
P1	PA14_RS03355_trpD_81	5008	Mouse_P1_017
P1	PA14_RS03355_trpD_122	9644	Mouse_P1_017
P1	PA14_RS03360_trpC_13	8266	Mouse_P1_017
P1	PA14_RS03360_trpC_113	16008	Mouse_P1_017
P1	PA14_RS03360_trpC_134	2435	Mouse_P1_017
P1	PA14_RS03360_trpC_155	7630	Mouse_P1_017
P1	PA14_RS03410_hemJ_88	4968	Mouse_P1_017
P1	PA14_RS03410_hemJ_111	49982	Mouse_P1_017
P1	PA14_RS03410_hemJ_167	6901	Mouse_P1_017
P1	PA14_RS03415_argC_60	5232	Mouse_P1_017
P1	PA14_RS03415_argC_83	9910	Mouse_P1_017
P1	PA14_RS03415_argC_110	13849	Mouse_P1_017
P1	PA14_RS03415_argC_131	850	Mouse_P1_017
P1	PA14_RS03430_yadR_44	53	Mouse_P1_017
P1	PA14_RS03430_yadR_122	12959	Mouse_P1_017
P1	PA14_RS03430_yadR_144	8215	Mouse_P1_017
P1	PA14_RS03475_birA_11	1	Mouse_P1_017
P1	PA14_RS03475_birA_42	275	Mouse_P1_017
P1	PA14_RS03475_birA_111	2448	Mouse_P1_017
P1	PA14_RS03475_birA_138	137	Mouse_P1_017
P1	PA14_RS03480_coaX_77	1	Mouse_P1_017
P1	PA14_RS03480_coaX_185	3841	Mouse_P1_017
P1	PA14_RS03520_nusG_124	1068	Mouse_P1_017
P1	PA14_RS03520_nusG_156	2462	Mouse_P1_017
P1	PA14_RS03520_nusG_186	48	Mouse_P1_017
P1	PA14_RS03520_nusG_227	500	Mouse_P1_017
P1	PA14_RS03525_rplK_47	2299	Mouse_P1_017
P1	PA14_RS03525_rplK_67	2	Mouse_P1_017
P1	PA14_RS03525_rplK_134	1	Mouse_P1_017
P1	PA14_RS03530_rplA_17	6268	Mouse_P1_017
P1	PA14_RS03530_rplA_80	772	Mouse_P1_017
P1	PA14_RS03530_rplA_104	14354	Mouse_P1_017
P1	PA14_RS03545_rpoB_36	1	Mouse_P1_017
P1	PA14_RS03545_rpoB_89	1	Mouse_P1_017
P1	PA14_RS03545_rpoB_117	57546	Mouse_P1_017
P1	PA14_RS03550_rpoC_124	181	Mouse_P1_017
P1	PA14_RS03555_rpsL_18	1	Mouse_P1_017
P1	PA14_RS03555_rpsL_67	1	Mouse_P1_017
P1	PA14_RS03560_rpsG_49	1	Mouse_P1_017
P1	PA14_RS03560_rpsG_69	2	Mouse_P1_017
P1	PA14_RS03560_rpsG_113	1	Mouse_P1_017
P1	PA14_RS03575_rpsJ_45	306	Mouse_P1_017
P1	PA14_RS03575_rpsJ_68	1	Mouse_P1_017
P1	PA14_RS03575_rpsJ_118	1	Mouse_P1_017
P1	PA14_RS03580_rplC_41	2	Mouse_P1_017
P1	PA14_RS03580_rplC_131	1	Mouse_P1_017
P1	PA14_RS03590_rplW_104	1	Mouse_P1_017
P1	PA14_RS03600_rpsS_84	1	Mouse_P1_017
P1	PA14_RS03610_rpsC_59	1	Mouse_P1_017
P1	PA14_RS03615_rplP_110	1	Mouse_P1_017
P1	PA14_RS03615_rplP_149	1	Mouse_P1_017
P1	PA14_RS03625_rpsQ_23	1	Mouse_P1_017
P1	PA14_RS03625_rpsQ_137	3	Mouse_P1_017
P1	PA14_RS03630_rplN_86	3	Mouse_P1_017
P1	PA14_RS03630_rplN_128	1	Mouse_P1_017
P1	PA14_RS03635_rplX_44	1	Mouse_P1_017
P1	PA14_RS03635_rplX_120	1	Mouse_P1_017
P1	PA14_RS03645_rpsN_27	1	Mouse_P1_017
P1	PA14_RS03645_rpsN_56	1	Mouse_P1_017
P1	PA14_RS03650_rpsH_113	1	Mouse_P1_017
P1	PA14_RS03655_rplF_77	2	Mouse_P1_017
P1	PA14_RS03655_rplF_114	3028	Mouse_P1_017
P1	PA14_RS03655_rplF_135	1	Mouse_P1_017
P1	PA14_RS03660_rplR_101	1	Mouse_P1_017
P1	PA14_RS03665_rpsE_63	1	Mouse_P1_017
P1	PA14_RS03665_rpsE_175	1	Mouse_P1_017
P1	PA14_RS03675_rplO_99	131	Mouse_P1_017
P1	PA14_RS03680_secY_81	3	Mouse_P1_017
P1	PA14_RS03680_secY_137	2	Mouse_P1_017
P1	PA14_RS03690_rpsM_31	1	Mouse_P1_017
P1	PA14_RS03690_rpsM_62	40	Mouse_P1_017
P1	PA14_RS03690_rpsM_110	3	Mouse_P1_017
P1	PA14_RS03695_rpsK_65	16	Mouse_P1_017
P1	PA14_RS03695_rpsK_92	1	Mouse_P1_017
P1	PA14_RS03700_rpsD_42	1	Mouse_P1_017
P1	PA14_RS03700_rpsD_63	1	Mouse_P1_017
P1	PA14_RS03700_rpsD_83	333	Mouse_P1_017
P1	PA14_RS03705_rpoA_27	1	Mouse_P1_017
P1	PA14_RS03705_rpoA_68	1	Mouse_P1_017
P1	PA14_RS03710_rplQ_51	1	Mouse_P1_017
P1	PA14_RS04475_cupB4_65	1594	Mouse_P1_017
P1	PA14_RS04475_cupB4_86	11585	Mouse_P1_017
P1	PA14_RS04475_cupB4_112	3969	Mouse_P1_017
P1	PA14_RS04475_cupB4_179	1577	Mouse_P1_017
P1	PA14_RS04610_ribD_11	1106	Mouse_P1_017
P1	PA14_RS04610_ribD_32	1	Mouse_P1_017
P1	PA14_RS04615_ribC_52	8039	Mouse_P1_017
P1	PA14_RS04615_ribC_166	8065	Mouse_P1_017
P1	PA14_RS04615_ribC_204	23850	Mouse_P1_017
P1	PA14_RS04615_ribC_228	15590	Mouse_P1_017
P1	PA14_RS04630_nusB_27	1	Mouse_P1_017
P1	PA14_RS04630_nusB_86	17	Mouse_P1_017
P1	PA14_RS04630_nusB_116	328	Mouse_P1_017
P1	PA14_RS04635_thiL_27	211	Mouse_P1_017
P1	PA14_RS04635_thiL_169	61809	Mouse_P1_017
P1	PA14_RS04635_thiL_257	2	Mouse_P1_017
P1	PA14_RS04635_thiL_293	9600	Mouse_P1_017
P1	PA14_RS04655_ribA_8	1	Mouse_P1_017
P1	PA14_RS04655_ribA_104	73	Mouse_P1_017
P1	PA14_RS04670_dxs_5	3	Mouse_P1_017
P1	PA14_RS04670_dxs_71	1	Mouse_P1_017
P1	PA14_RS04675_ispA_48	55	Mouse_P1_017
P1	PA14_RS04675_ispA_71	463	Mouse_P1_017
P1	PA14_RS04675_ispA_91	10110	Mouse_P1_017
P1	PA14_RS04675_ispA_153	315	Mouse_P1_017
P1	PA14_RS04790_mpl_12	22	Mouse_P1_017
P1	PA14_RS04790_mpl_62	2154	Mouse_P1_017
P1	PA14_RS04795_ubiX_13	533	Mouse_P1_017
P1	PA14_RS04795_ubiX_38	9	Mouse_P1_017
P1	PA14_RS04795_ubiX_63	2509	Mouse_P1_017
P1	PA14_RS04795_ubiX_111	29	Mouse_P1_017
P1	PA14_RS04855_proA_42	4	Mouse_P1_017
P1	PA14_RS04855_proA_80	1539	Mouse_P1_017
P1	PA14_RS04855_proA_134	321	Mouse_P1_017
P1	PA14_RS04875_pbpA_30	1	Mouse_P1_017
P1	PA14_RS04875_pbpA_123	19	Mouse_P1_017
P1	PA14_RS04875_pbpA_150	606	Mouse_P1_017
P1	PA14_RS04880_rodA_143	49	Mouse_P1_017
P1	PA14_RS04880_rodA_185	1	Mouse_P1_017
